review_title,review_content,review_lem,polarite,content_length,rating
Service client réactif et clair,"Personnel sérieux, aimable, compétent et réactif !Une suite favorable a été donnée à ma demande...Des meubles de qualité, originaux... On ne se lasse pas de feuilleter le catalogue, et on trouve tours une nouvlle envie.","['service', 'client', 'réactif', 'clair', 'personnel', 'sérieux', 'aimable', 'compétent', 'réactif', 'suite', 'favorable', 'donnée', 'demande', 'qualité', 'original', 'lasser', 'feuilleter', 'catalogu', 'trouve', 'tour', 'nouvll', 'envie']",0.64375,219,0
Bon magasin,Bon magasin proposant des meubles de qualité. Les frais de livraison pourraient être moins élevées...,"['bon', 'magasin', 'bon', 'magasin', 'proposer', 'qualité', 'frais', 'livraison', 'pouvoir', 'être', 'moins', 'élevé']",0.7333333333333334,101,0
Très bon accueil téléphonique.,Très bon accueil téléphonique.Livraison reçue dans les délais en très bon état et conforme à nos attentes.,"['bon', 'accueil', 'téléphonique', 'bon', 'accueil', 'téléphonique', 'livraison', 'délai', 'bon', 'état', 'conforme', 'attente']",0.8500000000000001,106,0
L'article convient parfaitemetres satisfaite nt a…,"L'article convient parfaitement a l'image, l'envoie très rapide. L'article de bonne qualité, c'est exactement ce que j'attends de sklum, j'aime sklum!!!!!!!!!","['article', 'convier', 'parfaitemetre', 'satisfait', 'article', 'convier', 'parfaitement', 'image', 'envoi', 'rapide', 'article', 'bon', 'qualité', 'exactement', 'attend', 'aimer']",0.8175,158,0
Livraison rapide,"Livraison rapide,  déposé devant la porte sans signature par contre. Montage assez facile, on a dû faire quelques ajustements. Beau résultat.","['livraison', 'rapide', 'livraison', 'rapide', 'déposer', 'devant', 'porte', 'sans', 'signature', 'contre', 'montage', 'assez', 'facile', 'faire', 'quelque', 'ajustement', 'beau', 'résultat']",0.7366666666666666,141,0
Je recommande cette marque,"J’ai commandé une table basse et des décorations. Tout était très bien emballé, les produits sont de qualité. Je recommande vraiment cette marque","['recommander', 'ce', 'marque', 'commander', 'bas', 'décoration', 'bien', 'emballer', 'produire', 'qualité', 'recommander', 'vraiment', 'ce', 'marque']",0.5516666666666666,145,0
Enfin possible de parler à quelqu'un chez Tikamoon....,"Après une période compliquée (une semaine de black-out total) l'équipe s'est montrée très disponible et franchement extraordinaire. Un revirement de situation qui montre la qualité de cette équipe. Un grand merci à Imène, très pro et d'une absolue amabilité. Comme quoi un souci peut permettre de montrer ses plus qualités. BRAVO","['enfin', 'possible', 'parler', 'quelqu', 'chez', 'après', 'période', 'compliqué', 'semaine', 'black', 'out', 'total', 'équipe', 'montrer', 'disponible', 'franchement', 'extraordinaire', 'revirement', 'situation', 'montr', 'qualité', 'ce', 'équipe', 'grand', 'merci', 'imèn', 'pro', 'absolu', 'amabilité', 'comme', 'quoi', 'souci', 'pouvoir', 'permettre', 'montrer', 'qualité', 'bravo']",0.5579999999999999,329,0
Commande facile,"Commande facileLivraison rapide avec 1 transporteur très bien. Prise de rendez-vous,  créneau respectéCanapé très joli","['commande', 'facile', 'command', 'facilelivraison', 'rapide', 'transporteur', 'bien', 'prise', 'rendre', 'créneau', 'respectécanapé', 'joli']",0.725,118,0
Très beaux meubles,"Très beaux meubles, conformes à la description. Des temps de livraison qui peuvent être parfois un peu long, mais vraiment acceptables.Achat d'une table basse (exactement conforme, très beau meuble) et d'un banc (sans doute un peu de manque de chance sur la planche de bois, un peu crevassée, mais autre que ce point esthétique, également très satisfait).","['beal', 'beau', 'conforme', 'description', 'temps', 'livraison', 'pouvoir', 'être', 'parfois', 'peu', 'long', 'vraiment', 'acceptable', 'achat', 'bas', 'exactement', 'conforme', 'beau', 'banc', 'sans', 'doute', 'peu', 'manqu', 'chance', 'planch', 'boi', 'peu', 'crevasser', 'autre', 'point', 'esthétique', 'également', 'satisfait']",0.5963636363636363,355,0
site agréable,"site agréable, beaucoup de choix, livraison rapide et console très bien emballée.Meuble moderne et tendance, joli veinage du bois acacia, facile à monter, bel article, je recommande","['agréable', 'agréable', 'beaucoup', 'choix', 'livraison', 'rapide', 'console', 'bien', 'emballer', 'moderne', 'tendance', 'joli', 'veinage', 'boi', 'acacia', 'facile', 'monter', 'bel', 'article', 'recommand']",0.655,181,0
J’ai commandé une tête de lit,J’ai commandé une tête de lit. Elle est exactement comme sur la photo tout est conforme la livraison s’est bien passé. Le seul hic c’est l’odeur qui se dégageait de la tête de lit (produits chimiques). Sinon niquel.,"['commander', 'tête', 'lit', 'commander', 'tête', 'lit', 'exactement', 'comme', 'photo', 'conforme', 'livraison', 'bien', 'passer', 'seul', 'hic', 'odeur', 'dégager', 'tête', 'lit', 'produit', 'chimique', 'sinon', 'niquel']",0.502,215,0
Expédition rapide,Expédition rapide. Merci.Mon chien l’adore 😁,"['expédition', 'rapide', 'expédition', 'rapide', 'merci', 'chien', 'adorer']",0.7125,44,0
rapidité et explications claires,rapidité et explications clairestrès bien la livraison avec plage horaire précise,"['rapidité', 'explication', 'clair', 'rapidité', 'explication', 'clairestrès', 'bien', 'livraison', 'plage', 'horaire', 'préciser']",0.6,81,0
Livraison parfaite.,Livraison parfaite.Produit facile à monter.Pas suffisamment de recul pour juger sa qualité.,"['livraison', 'parfait', 'livraison', 'parfait', 'facile', 'monter', 'suffisamment', 'recul', 'juger', 'qualité']",0.6675,91,0
Très bon site,Très bon site. La table basse choisie est idéale en dimensions et texture.,"['bon', 'bon', 'bas', 'choisie', 'idéal', 'dimension', 'texture']",0.7125,74,0
Petit soucis d'échanges de numéro…,Petit soucis d'échanges de numéro clients mais tout c'est bien terminé. Tête de lit très jolie. Bon rapport qualité/prix !! Je recommande.,"['petit', 'souci', 'échange', 'numéro', 'petit', 'souci', 'échange', 'numéro', 'client', 'bien', 'terminer', 'tête', 'lit', 'joli', 'bon', 'rapport', 'qualité', 'prix', 'recommander']",0.7100000000000001,138,0
"Belle surprise, tout est top !","Nous venons de découvrir Tikamoon et on adore ! Et en plus, c'est une ntreprise française !!! Elle conçoit des meubles originaux et de très bonne qualité en bois massif, ce qui est de plus en plus rare, à des prix très corrects. Service de livraison aux petits oignons, rapide, efficace, meuble extrêmement bien emballé, possibilité de retour sous 60 jours, tout y est ! Depuis 20 jours dans notre entrée, on adore ce petit buffet original qui a son effet ! On y a même ajouté un bandeau led pour voir nos chaussures dessous  ! On recommande les yeux fermés !","['bel', 'surprise', 'top', 'venir', 'découvrir', 'adorer', 'ntrepris', 'fran', 'aise', 'con', 'ouïr', 'original', 'bon', 'qualité', 'boi', 'massif', 'rare', 'prix', 'correct', 'service', 'livraison', 'petit', 'oignon', 'rapide', 'efficace', 'extrêmement', 'bien', 'emballer', 'possibilité', 'retour', 'sou', 'jour', 'depuis', 'jour', 'entrée', 'adorer', 'petit', 'buffet', 'original', 'effet', 'ajouté', 'bandeau', 'led', 'voir', 'chaussure', 'dessous', 'recommander', 'oeil', 'fermé']",0.63359375,559,0
Très jolie chaise,"Un peu difficile à monter qd meme. Les percages ne sont pas alignés.Très belle chaise, joli rendu et de bonne qualité","['joli', 'chais', 'peu', 'difficile', 'monter', 'meme', 'percage', 'aligner', 'bel', 'chaise', 'joli', 'rendre', 'bon', 'qualité']",0.6745833333333333,117,0
Commande fluide et produit conforme à…,Commande fluide et produit conforme à la description. Livraison comme prevue.,"['command', 'fluide', 'conforme', 'command', 'fluide', 'conforme', 'description', 'livraison', 'comme', 'prevue']",0.525,77,0
Comme d'habitude qualité irréprochable,"Comme d'habitude qualité irréprochable, prix raisonnable, service impeccable","['comme', 'habitude', 'qualité', 'irréprochable', 'comme', 'habitude', 'qualité', 'irréprochable', 'prix', 'raisonnable', 'service', 'impeccable']",0.7166666666666667,76,0
Première achats d’un canapé d’angle un…,Première achats d’un canapé d’angle un peu retissant aux début ne connaissant pas les sites. Agréablement surpris aucun problème de la commande à la livraison ! Je recommande,"['premier', 'achat', 'canapé', 'angl', 'premier', 'achat', 'canapé', 'angle', 'peu', 'retisser', 'début', 'connaître', 'site', 'agréablemer', 'surprendre', 'aucun', 'problème', 'command', 'livraison', 'recommand']",0.6684375,174,0
Livraison rapide bon matériel,"Livraison rapide bon matériel, conforme à la description","['livraison', 'rapide', 'bon', 'matériel', 'livraison', 'rapide', 'bon', 'matériel', 'conforme', 'description']",0.6799999999999999,56,0
Très beau lit,"Très beau lit, facile à monter même seule.","['beau', 'lit', 'beau', 'lit', 'facile', 'monter', 'seul']",0.64625,42,0
Beaucoup de choix,"Il y a beaucoup de choix sur votre site,j'ai envie de tout acheter !!!J'ai commandé des verres et ils sont arrivés très rapidement et sans casse 😉","['beaucoup', 'choix', 'beaucoup', 'choix', 'envier', 'acheter', 'commander', 'verre', 'arriver', 'rapidement', 'sans', 'casse']",0.5799609375,146,0
Très bien,"Tout bon, super magasin","['bien', 'bon', 'super', 'magasin']",0.77,23,0
bonne qualité et finition,bonne qualité et finition.  delai respecté,"['bon', 'qualité', 'finition', 'bon', 'qualité', 'finition', 'deler', 'respecter']",0.775,42,0
Parfait,Parfait ….👍,"['parfaire', 'parfaire']",0.9,11,0
Très bien,"Très bien, livraison rapide et service client efficace !","['bien', 'bien', 'livraison', 'rapide', 'service', 'client', 'efficace']",0.6416666666666666,56,0
La table correspond parfaitement à nos…,La table correspond parfaitement à nos attentes et fidèle à la description.,"['correspondre', 'parfaitement', 'correspondre', 'parfaitement', 'attente', 'fidèle', 'description']",0.61875,75,0
Au top,"Je suis pleinement satisfait que ce soit de la livraison, du rendu et de la qualité des produits.","['top', 'pleinement', 'satisfait', 'livraison', 'rendre', 'qualité', 'produire']",0.675,97,0
Livraison conforme à la date prévue,Livraison conforme à la date prévue. Très satisfait des vasques de fabrication qualitative. Elles correspondent parfaitement à notre attente.,"['livraison', 'conforme', 'date', 'prévoir', 'livraison', 'conforme', 'date', 'prévoir', 'satisfait', 'vasque', 'fabrication', 'qualitatif', 'lui', 'correspondre', 'parfaitement', 'attent']",0.6791666666666667,141,0
Très beau mobilier - livraison peu satisfaisante,"Le canapé acheté est de bonne qualité, très élégant et conforme à sa description. Il a été livré rapidement. Quelques problèmes néanmoins avec les livreurs qui, si je n'avais pas insisté, n'auraient pas déballé la marchandise ni reprise les emballages alors que j'avais pris cette option - onéreuse - de livraison. C'est assez décevant au regard du prix de la livraison (de même que la reprise de l'ancien mobilier serait bienvenue).","['beau', 'mobilier', 'livraison', 'peu', 'satisfaisant', 'canapé', 'acheter', 'bon', 'qualité', 'éléger', 'conforme', 'description', 'livrer', 'rapidement', 'quelque', 'problème', 'néanmoins', 'livreur', 'insister', 'déballer', 'marchandis', 'reprise', 'emballage', 'alors', 'prendre', 'ce', 'option', 'onéreux', 'livraison', 'assez', 'décevant', 'regard', 'prix', 'livraison', 'reprise', 'ancien', 'mobilier', 'bienvenu']",0.6671428571428571,433,0
Experience,"Produit de qualité, livraison rapide","['experience', 'qualité', 'livraison', 'rapide']",0.6875,36,0
Produit de qualité,"Produit de qualité, correspondant bien au descriptif du site, livraison dans un temps très correct. Je recommande.","['qualité', 'qualité', 'correspondre', 'bien', 'descriptif', 'livraison', 'temps', 'correct', 'recommander']",0.675,114,0
"bonjour , mobilier ( chaise longue / transat ) arrivé cassé .","bonjour ,J'ai un transat qui est arrivé cassé ! ( un sur trois )vous comprendrez bien que je ne suis pas content ..","['bonjour', 'mobilier', 'chaise', 'long', 'transat', 'arriver', 'cassé', 'bonjour', 'transat', 'arriver', 'cassé', 'trois', 'comprendrez', 'bien', 'content']",0.409375,115,0
qualité canapé,"Livraison rapide , canapé tip top , très confortable nous sommes très content de notre achat belle finition rien à dire , couture , densité mousse haute gamme , tissu épais ....","['qualité', 'canaper', 'livraison', 'rapide', 'canaper', 'tip', 'top', 'confortable', 'content', 'achat', 'bel', 'finition', 'rien', 'dire', 'couture', 'densité', 'mousse', 'haute', 'gamm', 'tissu', 'épais']",0.7491666666666666,177,0
La commande c’est très bien passer.,La commande c’est très bien passer.La livraison un dimanche comme convenu c’est très bien passer.Lit très jolie et de qualité.Qualité prix ras Je suis ravie je recommande,"['commande', 'bien', 'passer', 'commande', 'bien', 'passer', 'livraison', 'dimanche', 'comme', 'convenir', 'bien', 'passer', 'lit', 'jolie', 'qualité', 'qualité', 'prix', 'ras', 'ravir', 'recommand']",0.65,170,0
Parfait,Produit impeccable Fidèle aux photos et description Livraison dans les temps par un livreur qui m’a attendu chez moi,"['parfaire', 'impeccable', 'fidèle', 'photo', 'description', 'livraison', 'temps', 'livreur', 'attendre', 'chez']",0.7,116,0
Belle qualité de bois et emballage…,Belle qualité de bois et emballage parfait.Je recommanderai votre enseigne.,"['bel', 'qualité', 'boi', 'emballage', 'bel', 'qualité', 'boi', 'emballage', 'parfaire', 'recommanderai', 'enseigne']",0.8,75,0
Au vu des commentaires négatifs,"Au vu des commentaires négatifs, j'avais un peu peur de ne pas recevoir mon colis (un canapé). Finalement, après l'expédition, il est arrivé en quelques jours. Et le produit est de qualité. Je repasser une commande sur ce site si l'occasion se représente.","['commentaire', 'négatif', 'commentaire', 'négatif', 'peu', 'peur', 'recevoir', 'colis', 'canapé', 'finalement', 'après', 'expédition', 'arriver', 'quelque', 'jour', 'qualité', 'repasser', 'command', 'occasion', 'représenter']",0.5700000000000001,255,0
Beau lampadaire,Produit conforme a la photo . Facile a monter .,"['beau', 'lampadair', 'conforme', 'photo', 'facile', 'monter']",0.5925,47,0
Avis,"Procédure fluide, rapide avec produits bien emballés et protégés","['avis', 'procédure', 'fluide', 'rapide', 'produire', 'bien', 'emballer', 'protégé']",0.5583333333333333,64,0
Produits et suivi ok. Montage très compliqué,Très bon suivi de livraison. Les produits ont l’air de bonne qualité. Nous avons pris une option de montage de meubles. Le temps de montage pour les  2 personnes qui sont venues était prévu à 40 min selon eux au départ. Ils sont partis au bout de 4 heures sans avoir totalement terminé tellement les meubles étaient compliqués à monter et la notice mal rédigée. Je n’imagine pas ce qui se serait passé si j’avais dû monter les meubles moi-même,"['produit', 'suivre', 'montage', 'compliquer', 'bon', 'suivi', 'livraison', 'produire', 'air', 'bon', 'qualité', 'prendre', 'option', 'montage', 'temp', 'montage', 'personne', 'venue', 'prévoir', 'min', 'selon', 'départ', 'parti', 'bout', 'heure', 'sans', 'avoir', 'totalement', 'terminer', 'tellement', 'compliquer', 'monter', 'notice', 'mal', 'rédiger', 'imagin', 'passer', 'monter']",0.545,443,0
Merci pour votre professionnalisme...,Merci pour votre professionnalisme...Très beau canapé hyper bien emballé et une livraison parfaite avec un appel 30mn avant.C'était tout simplement parfait,"['merci', 'professionnalisme', 'merci', 'professionnalisme', 'beau', 'canaper', 'hyper', 'bien', 'emballer', 'livraison', 'parfait', 'appel', 'avant', 'simplement', 'parfaire']",0.76,155,0
Conforme,"J'avais peur mais bien que le délai de livraison fut long, les 4 chaises sont arrivées en bon état.","['conforme', 'peur', 'bien', 'délai', 'livraison', 'long', 'arriver', 'bon', 'état']",0.5499999999999999,99,0
"Bonjour,entreprise visiblement…","Bonjour,entreprise visiblement sérieuse,le meuble commandé était très bien emballé,par contre le service livraison ne nous a pas contacté a l'arrivée du produit dans leur entrepôt,et il est resté une semaine a l'humidité au dépôt,c'est moi qui est fait mon enquête pour découvrir son arrivée,c'est dommageUn défaut a été vus sur l'arrière du meuble,le montant arrière centrale est cassé,ce qui n'a pas l'air de remettre en cause l'intégrité du meuble ni son esthétique,mai dommage quand même,c'est pour cela que je met un 4 au lieu du 5","['bonjour', 'entreprise', 'visiblement', 'bonjour', 'entreprise', 'visiblement', 'sérieux', 'commander', 'bien', 'emballer', 'contre', 'service', 'livraison', 'contacter', 'arrivé', 'entrep', 'rester', 'semaine', 'humidité', 'dép', 'fait', 'enquête', 'découvrir', 'arrivée', 'dommageun', 'défaut', 'voir', 'arrière', 'montant', 'arrière', 'central', 'cassé', 'air', 'remettre', 'cause', 'intégrité', 'esthétique', 'mai', 'dommage', 'quand', 'celer', 'mettre', 'lieu']",0.4964285714285714,536,0
Je recommande le site de Tikamoon pour…,Je recommande le site de Tikamoon pour la facilité de navigation du site et pour la qualité des produits. Le service client est réactif et à l'écoute.,"['recommander', 'recommander', 'faciliter', 'navigation', 'qualité', 'produire', 'servic', 'client', 'réactif', 'écoute']",0.65,150,0
Très jolie table de nuit,De la commande à la livraison parfait,"['joli', 'nuit', 'command', 'livraison', 'parfaire']",0.9,37,0
Achat de chaises en bois foncé,Achat de chaises en bois foncé . Première commande et je ne suis pas déçu du tout . Très bon et beau produit qui fait plein d’effets . Super bien emballé. Première bonne expérience !!!,"['achat', 'bois', 'foncer', 'achat', 'bois', 'foncer', 'premier', 'command', 'bon', 'beau', 'faire', 'plein', 'effet', 'super', 'bien', 'emballer', 'premier', 'bon', 'expérience']",0.7404545454545455,184,0
Pour ma première commande,"Pour ma première commande, je suis très satisfaite,  de l article et du cite, pour la livraison, les livreurs étaient très sympa et courtois, aucun des cartons étaient abîmés. Rien à redire pour moi.","['premier', 'commande', 'premier', 'command', 'satisfaire', 'article', 'citer', 'livraison', 'livreur', 'sympa', 'courtois', 'aucun', 'carton', 'més', 'rien', 'redir']",0.7125,199,0
Très satisfaite,"Livraison rapide. Produit très bien emballé et protégé. Très satisfaite du produit acheté : bonne qualité, belles finitions, Manuel de montage très clair. Correspond en tout point à mes attentes.","['satisfaire', 'livraison', 'rapide', 'bien', 'emballer', 'protéger', 'satisfaire', 'acheter', 'bon', 'qualité', 'bel', 'finition', 'manuel', 'montage', 'clair', 'correspond', 'point', 'attente']",0.7268749999999999,195,0
Tres jolie comode,"Tres jolie comode, aspect de qualité. Odeur bois tres agreable. Suis tres satisfaite. J'acheterai à nouveau en toute confiance de cette marque.","['tre', 'joli', 'comode', 'tre', 'joli', 'comode', 'aspect', 'qualité', 'odeur', 'boi', 'tre', 'agreabl', 'tre', 'satisfaire', 'acheterai', 'nouveau', 'tout', 'confiance', 'ce', 'marque']",0.7966666666666666,143,0
Achat d’une verrière 123 cmx105cm,Achat d’une verrière 123 cmx105cm. Magnifique rendu et simple de montage.,"['achat', 'verrier', 'cm', 'achat', 'verrier', 'cm', 'magnifique', 'rendre', 'simple', 'montage']",0.775,73,0
bjr sur les 4 chaises il me manque deux…,bjr sur les 4 chaises il me manque deux tampons sous les pieds des tabourets et cela abime mon sol si vous pouviez m en faire parvenir .,"['bjr', 'manque', 'deux', 'bjr', 'manque', 'deux', 'tampon', 'sou', 'pied', 'tabouret', 'celer', 'abime', 'sol', 'pouviez', 'faire', 'parvenir']",0.55,136,0
Ils sont toujours à votre écoute,"Ils sont toujours à votre écoute, les conseillers sont très attentifs et aimables","['toujours', 'écout', 'toujours', 'écout', 'conseiller', 'attentif', 'aimable']",0.975,81,0
Hormis une chaise défectueuse sur 4,"Hormis une chaise défectueuse sur 4, le sav a été réactif et efficace.","['hormi', 'chaise', 'défectueux', 'hormi', 'chaise', 'défectueux', 'sav', 'réactif', 'efficace']",0.7,70,0
Très bien,Produit tout à fait conforme à la photo. Bonne qualité et à l'air robuste. Par contre frais de livraison relativement élevé pour des produits déjà chers...,"['bien', 'faire', 'conforme', 'photo', 'bon', 'qualité', 'air', 'robuste', 'contre', 'frais', 'livraison', 'relativement', 'élevé', 'produire', 'déj', 'cher']",0.6221428571428571,155,0
Service client au top,"Merci pour l'efficacité de votre service client !C'est à souligner car de nos jours il est de plus en plus rare de trouver un SAV de votre qualité. J'ai fait une commande un peu précipitament et me suis rendu compte que je n'avais pas fait les bons choix. Chez certains commerçants en ligne, une fois que vous avez payé, plus possible d'annuler. Chez Tikamoon, pas de pb (annulation très rapide de ma part) le lendemain j'avais confirmation que j'allais être remboursé. Bravo vous êtes de vrais commerçants!Nous allons très vite repasser une commande chez Tikamoon, car en plus d'être compétitifs en termes de prix,  vos produits sont de très bonne facture, c'est ce que j'ai pu constater lors de mes précédents achats.","['service', 'client', 'top', 'merci', 'efficacité', 'service', 'client', 'souligner', 'car', 'jour', 'rare', 'trouver', 'sav', 'qualité', 'faire', 'command', 'peu', 'précipitament', 'rendre', 'compte', 'faire', 'bon', 'choix', 'chez', 'certain', 'commer', 'ant', 'ligne', 'foi', 'payer', 'possible', 'annuler', 'chez', 'annulation', 'rapide', 'part', 'lendemain', 'confirmation', 'aller', 'être', 'rembourser', 'bravo', 'vrai', 'commer', 'ant', 'aller', 'vite', 'repasser', 'commande', 'chez', 'car', 'être', 'compétitif', 'terme', 'prix', 'produire', 'bon', 'facture', 'constater', 'lors', 'précédent', 'achat']",0.6523076923076923,719,0
La tête de lit Flosia en rotin,La tête de lit Flosia était très bien emballée...elle est MAGNIFIQUE.je recommande Vente Unique site très sérieux et compétent.Merci beaucoup,"['tête', 'lit', 'flosia', 'rotin', 'tête', 'lit', 'flosia', 'bien', 'emballée', 'magnifique', 'recommander', 'vente', 'unique', 'sérieux', 'compéter', 'merci', 'beaucoup']",0.663,141,0
TOP QUALITE,"TOP QUALITE, top livraison, belle finition du produit","['top', 'qualite', 'top', 'qualite', 'top', 'livraison', 'bel', 'finition']",0.9,53,0
J'ai été satisfaite de ma commande dj'ai était tres satisfaite de ma commande u…,J'ai été satisfaite de ma commande du début à la fin. De plus je suis tombé sur des livreur qui on été au top. Mon canapé est le que sur la photo du site . Pas d'erreur,"['satisfaire', 'command', 'tre', 'satisfaire', 'commande', 'satisfaire', 'command', 'début', 'fin', 'tomber', 'livreur', 'top', 'canaper', 'photo', 'erreur']",0.5249999999999999,168,0
Meuble de salon,"Livraison rapide et efficace, produit conforme à notre attente.","['salon', 'livraison', 'rapide', 'efficace', 'conforme', 'attente']",0.6416666666666666,63,0
Produit conforme à mes attentes,Produit conforme à mes attentes. Et livraison au top.,"['conforme', 'attente', 'conforme', 'attente', 'livraison', 'top']",0.55,53,0
Très bonne expérience,"Très bonne expérience, article de bonne qualité à prix accessible et livraison très soigner.","['bon', 'expérience', 'bon', 'expérience', 'article', 'bon', 'qualité', 'prix', 'accessible', 'livraison', 'soigner']",0.724,92,0
Bonne expérience,"Beau meuble, prix attractif, arrivé avant le délai indiqué... très bien","['bon', 'expérience', 'beau', 'prix', 'attractif', 'arriver', 'avant', 'délai', 'indiquer', 'bien']",0.65,71,0
SATISFAITS 100%,"Nos premiers achats concernaient les meubles de salle de bain, là nous avons craqué pour une commode et une armoire.Tout nous a entièrement satisfait.Les meubles sont conformes aux descriptifs, la qualité de finition est irréprochable et le service livraison est efficient.","['satisfait', 'premier', 'achat', 'concerner', 'salle', 'bain', 'craquer', 'commode', 'armoir', 'entièrement', 'satisfait', 'conforme', 'descriptif', 'qualité', 'finition', 'irréprochable', 'service', 'livraison', 'efficient']",0.65,273,0
1ère et Pas la dernière expérience !,"Showroom très accueillant, vendeurs très disponibles et de bons conseilsFauteuil livré dans le timing, légère déception sur la finition de la couture en tissu (ca devrait mal vieillir), et au montage sur les 4 vis inox : 1 était trop petite Ce sont des détails....Sinon fauteuil au top ! Merci","['ère', 'dernier', 'expérience', 'showroom', 'accueillir', 'vendeur', 'disponible', 'bon', 'conseilsfauteuil', 'livrer', 'timing', 'léger', 'déception', 'finition', 'couture', 'tissu', 'devoir', 'mal', 'vieillir', 'montage', 'vis', 'inox', 'trop', 'petit', 'détail', 'sinon', 'fauteuil', 'top', 'merci']",0.56515625,293,0
Acceuil chaleureux en magasin,"Acceuil chaleureux en magasin, bons conseils, à l'écoute du client et très sympa","['acceuil', 'chaleureux', 'magasin', 'acceuil', 'chaleureux', 'magasin', 'bon', 'conseil', 'écout', 'client', 'sympa']",0.7333333333333333,80,0
Bons produits,"Bons produits, livraison rapide, RAS.","['bon', 'produit', 'bon', 'produit', 'livraison', 'rapide', 'ras']",0.7625,37,0
Très bonne expérience,"Très bonne expérience, meubles correspondant à nos attentes et à ce qui est présenté sur le site. Livraison nickel, emballages et protection des meubles au top (3 miroirs livrés + 3 meubles). Je recommande, d'ailleurs j'ai commandé par la suite un lit et 2 tables de chevet.","['bon', 'expérience', 'bon', 'expérience', 'correspondre', 'attente', 'présenter', 'livraison', 'nickel', 'emballage', 'protection', 'top', 'miroir', 'livrer', 'recommand', 'ailleurs', 'commander', 'suite', 'lit', 'table', 'chevet']",0.8,274,0
Super salon de jardin,Super salon de jardin Très qualitatif Je recommande,"['super', 'salon', 'jardin', 'super', 'salon', 'jardin', 'qualitatif', 'recommander']",0.6516666666666666,51,0
Meuble tv magnifique 🤩,Meuble tv magnifique 🤩 . L’attente en valais vraiment la peine. Parfait 👍🏼,"['magnifique', 'magnifique', 'attent', 'valoir', 'vraiment', 'peine', 'parfaire']",0.8,74,0
Très beau et de très bonne qualité,"Très beau et de très bonne qualité, rapport qualité prix imbattable, merci","['beau', 'bon', 'qualité', 'beau', 'bon', 'qualité', 'rapport', 'qualité', 'prix', 'imbattable', 'merci']",0.8099999999999999,74,0
Très  beaux fauteuils conformes à l,"Très  beaux fauteuils conformes à la description.  Délais de livraison respectés, je suis très satisfaite.","['beal', 'fauteuil', 'conforme', 'beal', 'fauteuil', 'conforme', 'description', 'délai', 'livraison', 'respecter', 'satisfaire']",0.7833333333333334,106,0
facilité de commande en ligne et délais…,facilité de commande en ligne et délais de livraison strictement respectés,"['facilité', 'command', 'ligne', 'délai', 'facilité', 'command', 'ligne', 'délai', 'livraison', 'strictement', 'respecter']",0.5,74,0
Sièges confortables et conformes aux photos.,"Site pratique et fluide. Commande facile à passer. Nous avons commandé trois sièges haut pour îlot central. La livraison a pris trois semaines , un peu long pour venir d’Espagne, les sièges arrivent en kit, donc préparez vous à une bonne séance de vissage mais les sièges sont vraiment bien, confortables et conformes aux couleurs et textures des photos. Donc si vous n’êtes pas pressés, et un brin bricoleur, nous vous recommandons ces sièges et ce site 😊","['siège', 'confortable', 'conforme', 'photo', 'pratique', 'fluide', 'command', 'facile', 'passer', 'commander', 'trois', 'siège', 'haut', 'lot', 'central', 'livraison', 'prendre', 'trois', 'semaine', 'peu', 'long', 'venir', 'espagne', 'siège', 'arriver', 'kit', 'donc', 'préparer', 'bon', 'séance', 'vissage', 'siège', 'vraiment', 'bien', 'confortable', 'conforme', 'couleur', 'texture', 'photo', 'donc', 'presser', 'brin', 'bricoleur', 'recommandon', 'siège']",0.5729166666666666,456,0
Une très belle enseigne J'ai reçu très rapidement les chaises…,"J'ai reçu très rapidement les chaises que j'ai commandées. Elles sont conformes à ce que j'attendais.En boutique, les vendeurs sont très disponibles et à l'écoute. Une très belle enseigne","['bel', 'enseigne', 'rapidement', 'rapidement', 'commander', 'lui', 'conformer', 'attendai', 'boutiqu', 'vendeur', 'disponible', 'écoute', 'bel', 'enseigne']",0.6637500000000001,187,0
Tabouret julien,Produit conforme et bien emballé. Le délai est respecté.,"['tabouret', 'julien', 'conforme', 'bien', 'emballer', 'délai', 'respecter']",0.525,56,0
Tellement contente de mon achat,"Tellement contente de mon achat ! Mes chaises sont incroyablement belles et qualitatives ! Je recommande vivement. N'hésitez pas. Pour ma part, tout s'est très bien passé.","['tellement', 'content', 'achat', 'tellement', 'content', 'achat', 'incroyablemer', 'bel', 'qualitatif', 'recommander', 'vivement', 'hésiter', 'part', 'bien', 'passer']",0.6355208333333333,171,0
Très bien,"Très bien, produit conforme livraison rapide, programmable cependant livrée hors des créneaux (1/2h de retard).","['bien', 'bien', 'conforme', 'livraison', 'rapide', 'programmable', 'cependant', 'livrer', 'hors', 'créneal', 'retard']",0.575,111,0
Prix,"Prix, délai de livraison, qualité du produit.","['prix', 'prix', 'déler', 'livraison', 'qualité']",0.7,45,0
Très bien !,"Très bons produits, conformes à la description.Délais respectés et livraison en relais impeccable.","['bien', 'bon', 'produit', 'conforme', 'description', 'délai', 'respecter', 'livraison', 'relai', 'impeccable']",0.8,98,0
